model,regime,factor_design,p,n,K,K2_over_sqrt_n,BE_design_factor_p3,target_VW,balanced_coverage,complete_wald_coverage,balanced_mean_length,scaled_balanced_mean_length,complete_wald_mean_length,balanced_mean_estimate,balanced_mean_standard_error,balanced_mean_variance,oracle_variance,variance_inflation_percent,mean_gamma1,mean_gamma1_raw,sd_gamma1_raw,mean_gamma2,repetitions
two_point,exact boundary,randomized,0.5,200,12,10.182337649086284,89691027752952.39,1.0,0.9635,0.8395,0.11981440409212675,5.869683077226866,0.03157521928546519,0.999653,0.0305654606506057,0.0009395246062383809,0.0008333333333333334,12.742952748605685,0.005321979591836735,0.0001463310657596372,0.013495732445114586,0.9997020172819754,10000
two_point,exact boundary,fixed,0.5,200,12,10.182337649086284,89691027752952.39,1.0,0.9725,0.8395,0.12455384865678143,6.101867494179088,0.03157521928546519,0.999966,0.031774524848223316,0.0010239144909495632,0.0008333333333333334,22.86973891394759,0.009543385487528346,0.00017713378684807248,0.023926432814471283,0.9996561374387953,10000
